date	APOSTILLA	C. C. VISADO	CANCELACION VISA	CENSO MIGRATORIO	DOCUMENTOS DE VIAJE	ESTADO CIVIL	LEGALIZACIONES	NATURALIZACION	NOTARIALES	SOLICITUD CANCELACION	SOLICITUD VISA	TRANSFERENCIA VISA	VISADO
20160818	1182			149	61		195	3	332		266	28	254
20160819	1104	1		261	43		248	2	403		241	25	251
20160820					30				173				
20160821							4		64				
20160822	1083			207	40		220	3	380		255	24	229
20160823	1201			196	53		334	2	427		241	45	237
20160824	1115			213	63		302	3	368		238	38	232
20160825	1061			214	75		223	10	342		219	36	207
20160826	1014			234	48		178	5	350		282	34	250
20160827					2				184		1		2
20160828							3		61				
20160829	1019	2		223	33		173	9	347		314	50	257
20160830	1056	3		258	57		177	4	384		342	40	318
20160831	1041	1		195	77		91	4	399		212	37	209
20160901	1129			246	79		182	6	337		298	47	274
20160902	1169			221	69		175	3	381		254	22	206
20160903					30				171		2		11
20160904					22		9		56				
20160905	1093			209			90	6	178		246	44	235
20160906	1161			207	73		144	10	454		282	42	283
20160907	1169			215	85		151	2	394		325	42	289
20160908	1207			237	51		218	8	379		284	38	297
20160909	1287			237	53		154	5	339		249	43	211
20160910					60				185				
20160911									53				
20160912	1066			207	46		132	1	357		252	22	242
20160913	1250			200	57		155	6	371		299	35	265
20160914	1172			215	58		104	2	358		300	25	280
20160915	1235			183	40		179	3	358		292	44	226
20160916	1266	1		209	42		125	5	321		277	32	210
20160917					51				196				
20160918					34		9		109				
20160919	1146			199	88		156	3	395		222	36	288
20160920	1177			214	73		198	3	413		278	36	247
20160921	1183	1		226	101		113	4	377		304	45	267
20160922	1171			216	41		183	4	357		294	41	232
20160923	1214			196	39		103	4	348		281	30	286
20160924					67				197				3
20160925					29				71				10
20160926	998			220	59		166	7	366		241	35	231
20160927	1225			210	74		143	4	467		286	34	280
20160928	1046			167	100		150	2	379		315	52	264
20160929	1151	1		198	48		122	5	333		218	34	218
20160930	1026			146	59		64	2	364		248	27	227
20161001				1	28		1		172			3	18
20161002					19				70				
20161003	1118			213	44		71	4	337		276	45	252
20161004	1208			206	68		132	4	410		317	23	319
20161005	1079	1		165	96		140		345		296	42	304
20161006	1036			184	47		159	4	354		303	43	276
20161007	1022	1		167	30		113	3	328		252	30	210
20161008					65				181		29		31
20161009									1				
20161010	1005			207	2		97	2	148		280	25	213
20161011	1090			192	92		144	4	467		291	33	287
20161012	1090			210	84		124	9	298		283	61	270
20161013	905			203	39		126	3	355		268	26	232
20161014	1050			170	42		50	3	327		309	29	229
20161015					70				200				
20161016					33		14		67				
20161017	1006			162	81		100	4	385		264	46	210
20161018	988			191	82		130	3	416		301	31	235
20161019	1065			168	80		109	7	431		306	34	240
20161020	937	1		182	78		149	1	344		253	26	206
20161021	908			161	50		157		344		277	12	248
20161022					77		2		224				
20161023					10				78				
20161024	979			189	32		83	10	359		276	28	208
20161025	1058			173	54		152	1	441		337	46	275
20161026	1055			190	73		179	5	382		345	39	299
20161027	967			198	105		164	3	445		293	25	229
20161028	1164			207	33		189	13	340		298	44	235
20161029					12		1		171				
20161030					10				49				
20161031	976			177	39		102	3	365		310	47	217
20161101	1236			201	30		146	3	237		367	28	245
20161102					6		46		79		7		13
20161103							4		75		9		16
20161104					22		9		180		10		10
20161105					15				162				
20161106					13				41				
20161107	1090	1		177	58		202	4	394		273	29	220
20161108	1177			197	43		196	5	435		353	41	225
20161109	1089	1		175	61		179	6	364		369	34	272
20161110	1256			199	50		201	5	392		352	40	248
20161111	1167			219	29		107	1	268		283	30	228
20161112	220			94	17		37	1	240		120	7	80
20161113					14				50				
20161114	1063	1		221	47		207	7	369		249	24	206
20161115	1027			195	63		128	1	557		331	24	227
20161116	955			189	71		127	2	422		268	36	194
20161117	941			206	39		158	6	378		282	28	173
20161118	966			206	24		104	3	336		285	30	168
20161119					18		1		185				
20161120					19		4		36				
20161121	999			233	39		136	6	368		231	45	162
20161122	1060			210	39		113	3	431		286	38	195
20161123	1000			202	57		202	7	417		335	36	196
20161124	1038			190	9		160	12	234		268	29	170
20161125	846			220	3		90	4	163		259	38	169
20161126					13				81				
20161127					16				48		1		1
20161128	963			215	44		100	7	383		271	32	175
20161129	999			199	38		151	10	478		270	20	142
20161130	817			199	42		188	5	454		276	35	160
20161201	997			192	37		138	4	373		266	36	144
20161202	970			230	55		146	4	357		273	38	145
20161203					1		12		202		9		9
20161204							3		44				
20161205	903			203	61		102	5	360		284	25	173
20161206	646			103	41		83	2	295		144	19	72
20161207	964			208	51		169	4	378		271	33	144
20161208	911			191	47		190	4	180		318	47	179
20161209	820			216	39		96	1	388		307	26	166
20161210					21				228				
20161211					10		1		69				
20161212	903		1	198	54		132	3	350	1	292	35	128
20161213	908			213	55		225	7	432		314	41	170
20161214	942			221	49		131	4	338		276	47	115
20161215	898			212	48		199	4	315		275	41	80
20161216	929	1		207	27		147	5	357		292	37	83
20161217					10				186				
20161218					18		12		66				
20161219	852			214	31		115	8	358		297	35	76
20161220	929			163	27		143	14	351		273	32	51
20161221	828			177	25		143	8	330		236	43	48
20161222	804			154	33		107	5	306		231	36	40
20161223	568			181	15		70	7	207		173	24	25
20161224					12				51				
20161226							2		4		4		2
20161227	804	2		166	47		150	5	326		211	26	33
20161228	705	1		164	53		122	3	331		220	33	19
20161229	762			161	41		127	3	346		204	28	11
20161230	496			135	32		31	3	224		118	17	4
20170102									1	7			5
20170103	805			164	71		128		366	132		19	114
20170104	890			150	58		156		378	184		34	168
20170105	1048			176	52		174	6	357	194		39	198
20170106	950			163	44		120	2	188	273		28	185
20170107					49				178				
20170108					23				61				
20170109	949			223	38		153	5	347	238		39	273
20170110	1155	1		194	60		124		391	254		36	286
20170111	991			180	95		142	5	449	297		52	284
20170112	1097			186	63		173	4	367	308		32	281
20170113	1021			264	46		117	2	318	271		28	267
20170114					49				205				
20170115					25				61				
20170116	1050			230			193	2	174	238		36	203
20170117	1210			188	83		129	3	544	252		41	246
20170118	1109	1		206	106		182	4	457	252		46	205
20170119	1097			173	81		189	9	367	231		32	256
20170120	1124			179	42		139	4	364	234		30	228
20170121									46				
20170122					45				107				
20170123	1070			232	81		161	10	433	259		32	207
20170124	1184			197	93		142	2	499	263		30	353
20170125	1121			200	99		149	4	486	245		37	225
20170126	1200			182	74		133	2	361	249		48	234
20170127	1160			158	52		95	10	325	256		25	243
20170128					87		15		287				
20170129					46		9		61				
20170130	1134			161	64		91	4	384	218		39	204
20170131	1018			165	77		132	3	423	231		35	267
20170201	1205	2		218	71		145	1	431	244		63	227
20170202	1152			217	44		123	4	362	290		43	267
20170203	1109			231	45		100	2	357	244		43	205
20170204					78				219				
20170205					30		3		71				
20170206	1157			234	68		169	10	361	251		44	244
20170207	1097			138	93		200	5	552	235		21	221
20170208	1133			214	110		241		435	129		19	124
20170209	1217			223	17		108	3	368	123		47	80
20170210	1187			232	69		201	5	383	104		38	111
20170211					55				247				
20170212							6		65				
20170213	1060			231	54		156	1	411	84		51	80
20170214	1132			222	86		127	2	469	95		32	86
20170215	1156			240	106		105	1	414	71		37	73
20170216	1032	1		230	66		165	4	377	183		32	140
20170217	1010			231	66		113	1	363	219		34	183
20170218					11				104				
20170219							1						
20170220	1056			221	4		71	3	14	183		32	176
20170221	1217			198	35		177	3	564	291		42	182
20170222	1231			195	100		122	4	513	374		32	215
20170223	1410			160	90		162	3	453	311		36	202
20170224	1214			117	46		102	7	337	339		33	219
20170225					87				239				
20170226					51				62				
20170227					37		15		156	7			10
20170228					95		29		237	7		26	8
20170301	1077			176	106		188	2	430	199		51	179
20170302	1197			190	78		168	4	387	210		42	235
20170303	1279	1		187	66		164	2	358	223		39	250
20170304					105				230				
20170305					39		2		73				
20170306	1304			208	47		165	7	365	223		37	208
20170307	1309			199	124		190	1	496	207		40	235
20170308	1186			212	76		183	3	399	234		44	220
20170309	1301			184	76		136		396	228		45	207
20170310	1327			181	73		176	4	442	203		37	144
20170311					115				196	2			2
20170312					36		21		55				
20170313	1234			203	65		140	5	402	216		52	184
20170314	1203			216	8		155	5	328	223		42	201
20170315	1265			170	99		158	5	471	256		55	229
20170316	1355			181	93		94	8	453	290		33	246
20170317	1300			202	43		152	4	360	254		38	221
20170318					69				218				
20170319					39		4		90				
20170320	1116			207	48		115	5	308	251		54	188
20170321	1188			199	98		108	1	453	284		30	169
20170322	1289			169	102		191	7	449	291		61	300
20170323	1252	1		182	71		176	4	367	237		29	185
20170324	1132			144	45		74	10	343	266		28	262
20170325					72				214	1			
20170326					33				58				
20170327	1127	1		177	74		134	5	424	287		28	247
20170328	1145			175	76		194	7	518	282		33	320
20170329	1020	1		193	74		210	11	421	279		40	235
20170330	1084			181	52		142	3	361	285		38	241
20170331	992			150	61		106	8	373	344		32	353
20170401									55	3			104
20170402									2				
20170403	1010			200	7		140	4	82	288		27	192
20170404	1052			181	82		201	5	521	327		35	271
20170405	1177			169	62		203	3	376	314		26	268
20170406	1178			164	75		95	3	401	367		36	299
20170407	1121			163	33		156	3	340	325		26	271
20170408					67				220				1
20170409					30				55				
20170410	1237			236	67		182	3	453	330		36	311
20170411	1298			166	81		169	3	489	338		34	295
20170412	1104			176	86		144	1	441	436		42	355
20170413	958			163	66		163	5	250	300		33	256
20170414							6		4				45
20170415					59				128				
20170417	877	1		176	70		131	2	352	316		34	210
20170418	1096			182	90		222	6	494	298		30	223
20170419	999	1		163	96		186	9	407	270		35	221
20170420	1051			177	51		175	6	368	318		38	261
20170421	1149			199	56		183	4	364	361		36	298
20170422					51		36		194				9
20170423					29		14		84				
20170424	1093			164	55		207	2	385	361		29	375
20170425	1186			133	108		168	5	429	378		29	233
20170426	1057			152	87		171	7	459	475		36	264
20170427	971	1		181	43		148	4	402	443		33	256
20170428	1102			160	40		187	6	334	598		30	421
20170429					58				238	2			
20170430					35		6		58	1			
20170501					2				6	1			
20170502	1084			151	73		123	3	371	270		35	274
20170503	1079			168	106		112	8	439	286		50	314
20170504	1139			160	68		153	2	337	271		40	202
20170505	1077			165	51		99		423	308		42	242
20170506					69				200				65
20170507					11		9		64				
20170508	1305	1		168	55		196	1	372	288		27	194
20170509	1012	1		162	44		335	11	398	290		38	194
20170510	1109			121	73		131	7	411	307		39	282
20170511	1164			144	63		159	8	383	293		32	231
20170512	1170			117	42		137	3	368	271		44	207
20170513					68		1		200				
20170514							11						
20170515	906			133	57		144	8	348	249		33	199
20170516	1203			146	56		168	6	465	290		41	293
20170517	1104			176	71		257	6	390	309		48	277
20170518	1007	1		146	47		114	5	373	278		33	253
20170519	1134			128	29		90	1	346	317		36	274
20170520					55				233	8			118
20170521					34		9		66				
20170522	1155			153	41		103	1	346	289		34	197
20170523	1176			128	41		171	8	394	299		36	219
20170524	1029			156	53		78	8	397	295		35	268
20170525	1377			111	53		177	6	453	319		34	294
20170526					17		8		122	16			53
20170527					21				69				
20170529	1147			157			95	5	260	282		44	205
20170530	1112			172	43		154	6	475	295		55	213
20170531	1070			168	71		263	3	408	222		36	237
20170601	995			152	57		203	6	463	315		35	266
20170602	1162			140	36		108	3	315	289		30	219
20170603				2	49				145	25			53
20170604					18		24		84	1			
20170605	1090			171	46		211	4	373	286		48	248
20170606	1254			153	90		125	4	518	258		51	227
20170607	1048			171	62		237	5	447	277		38	239
20170608	1112			206	50		124	1	422	266		31	166
20170609	1068	1		174	55		156	4	357	269		31	207
20170610					62				237	4			74
20170611					18		14		80				
20170612	1108			139	44		210	5	379	235		47	206
20170613	1202			131	53		122	3	425	271		37	204
20170614	1356	1		154	82		201	6	439	232		32	174
20170615	1155			161	64		148	9	415	262		27	326
20170616	1102			143	55		155	10	353	270		37	224
20170617					45				299	1			
20170618					12		3		54				
20170619	1280	1		137	70		170	7	360	259		30	186
20170620	1314			140	77		98	5	424	257		37	269
20170621	1165	1		163	88		90	5	404	246		36	171
20170622	1141			147	69		131	5	413	200		31	229
20170623	1028			137	53		85	6	383	237		25	181
20170624					51				261				
20170625					22				65				
20170626	1083			124	52		117	4	363	227		22	222
20170627	1175			149	56		178	8	437	271		30	219
20170628	1168			140	95		63	4	372	222		22	221
20170629	1168	1		156	61		184	2	373	231		32	262
20170630	1263			118	54		143	6	310	204		29	223
20170701					101				248				
20170703	480			46	9		94	1	246	120		13	92
20170704	1790			180			227	3	197	305		46	172
20170705	1195	1		169	50		163	1	455	260		49	152
20170706	1249			113	51		259	1	423	276		37	326
20170707	1254	2		115	70		118	2	408	253		33	361
20170708					52				166	3			2
20170709					33		12		110				
20170710	1405			161	41		168	3	383	249		35	180
20170711	1313			119	58		114	6	533	274		51	227
20170712	1202	1		155	63		117	4	474	255		40	253
20170713	1302			168	51		201	3	432	224		52	323
20170714	1273			187	69		104	8	427	235		23	171
20170715					43		12		237	2			2
20170716					19				77	1			
20170717	1184	1		121	62		144	5	431	242		35	174
20170718	1344			165	62		157		480	269		21	214
20170719	1200			199	45		163	3	360	261		49	219
20170720	1112			183	56		178	8	418	271		44	236
20170721	1354	1		178	55		130	6	346	240		25	195
20170722					28				279				61
20170723							4		81				
20170724	912			131	35		181	4	402	154		24	152
20170725	1161			182	55		116	5	433	215		27	160
20170726	1265			177	87		184	2	407	274		34	186
20170727	1368	1		166	62		167	1	372	275		23	300
20170728	1152	2		149	57		188	6	313	243		28	265
20170729					59		5		216	12			133
20170730					24		6		69	1			
20170731	1197			133	72		183	4	363	278		21	223
20170801	1329			142	72		153	2	430	229		39	176
20170802	1416			171	64		172	3	427	372		29	396
20170803	1302			179	28		176	3	398	354		35	307
20170804	1357			162	26		166	13	361	315		50	187
20170805					55				208	1			157
20170806							2		2	4			
20170807	1364			90	63		218	2	381	161		18	86
20170808	1291			204	84		152		521	463		45	243
20170809	1218	1		181	44		203	7	446	343		43	223
20170810	1308	1		196	29		185	7	352	322		37	267
20170811					17		1		88	17			22
20170812					22				115				51
20170813					13				73	24			
20170814	1301			146	79		189	7	408	296		27	246
20170815	1325			215	88		148	3	336	268		24	200
20170816	1284			195	72		181	6	500	298		29	324
20170817	1235			177	20		319	3	403	301		37	452
20170818	1059			188	31		108	13	368	328		36	403
20170819					38				108	1			34
20170820					44				75	1			
20170821	1244			206	65		92	2	385	267		37	430
20170822	1146			206	70		144	5	496	344		40	227
20170823	1240			201	63		233	15	427	327		40	340
20170824	1249			183	40		182		387	256		45	272
20170825	1120			167	49		139	6	351	285		44	209
20170826					64				236				
20170827					26		3		62				
20170828	1124			201	57		157	1	386	281		30	154
20170829	1254			213	80		95	4	454	291		40	241
20170830	1299			170	107		233	13	395	295		29	334
20170831	1322			131	24		162	10	368	240		37	464
20170901	1184			140	30		200		383	309		45	235
20170902	1				30				198				30
20170903							16		69	1			
20170904	927	1		241			89	1	185	294		42	198
20170905	1287			180	6		153	2	476	319		33	231
20170906	1236			224	134		112	2	480	301		44	253
20170907	1357			211	37		212	1	349	320		42	340
20170908	1256			187	89		90	10	300	298		38	219
20170909									25				
20170910									1				
20170911	1289			186	77		133	1	362	306		21	293
20170912	1190			174	75		128	3	434	324		25	276
20170913	1177	2		162	98		125	6	409	304		32	240
20170914	1322			164	37		158	1	321	295		27	231
20170915	1155	1		146	58		129	3	324	276		25	185
20170916					73				279				
20170917					41		7		94	4			
20170918	1153	1		195	62		225	3	340	334		33	243
20170919	1222			187	79		163	3	452	342		32	302
20170920	1259			187	79		208	6	393	325		26	196
20170921	1271			173	23		111	3	343	327		47	338
20170922	1206			151	35		111	9	371	323		26	250
20170923					64				188	21			17
20170924					33		5		91	21			18
20170925	1145			180	69		143	16	345	340		49	328
20170926	1095			146	76		224	8	425	299		34	323
20170927	1132	2		186	106		175	7	424	324		30	219
20170928	962			208	72		152	6	300	340		42	276
20170929	995			135	29		145	7	344	326		31	409
20170930					36				188	1			2
20171001					17				81				
20171002	976			197	30		136	8	320	309		37	348
20171003	1157			179	64		102		399	302		45	230
20171004	1153			151	44		96	6	362	345		41	286
20171005	1188			157	33		112	3	393	322		27	294
20171006	1087			168	28		153	11	344	344		31	265
20171007					75				213				144
20171008					23				84	2			
20171009					2		34		41	29			26
20171010	1160			171	94		120	3	446	308		31	203
20171011	1181			204	68		172	6	462	335		27	290
20171012	1113			219	34		169	2	308	308		27	223
20171013	1124			199	32		136	4	366	307		38	241
20171014					69				228				
20171015					36		8		95	3			
20171016	1210			192	75		318	8	368	316		31	237
20171017	972			157	68		180	9	437	327		35	244
20171018	1066			184	21		145	6	337	315		30	230
20171019	1052			172	20		211	5	375	298		34	245
20171020	1073	1		155	27		180	3	351	291		28	194
20171021					142		2		288	1			1
20171022					36		25		95				
20171023	1160			117	51		183	6	338	331		42	270
20171024	993			180	136		362	5	490	316		31	304
20171025	993	1		181	85		198	8	463	302		34	309
20171026	1115	1		161	22		155	9	440	293		30	209
20171027	975			130	26		120	4	334	311		22	253
20171028					68				269				
20171029					35		5		85				
20171030	1276			160	60		119	7	434	342		26	155
20171031	1147			164	76		117	5	379	281		33	238
20171101	931			126	61		153	10	226	320		21	267
20171102					9				56	15			1
20171103					4		1		43	2			4
20171104					48				121				
20171105					36		15		76	2			
20171106	1062			131	45		121	4	423	283		22	159
20171107	1194			143	57		306	2	502	309		35	196
20171108	1094			109	42		133		393	329		40	240
20171109	981			58	18		150	6	295	289		40	248
20171110	1122			76	21		162	9	381	267		22	183
20171111					37				188				2
20171112					27		19		95	2			
20171113	1066			71	84		115	11	387	282		16	302
20171114	1021			75	71		239	8	469	329		29	256
20171115	1086			65	57		170	17	405	299		22	246
20171116	990			108	54		197	13	416	288		19	226
20171117	832	1		74	34		86	9	402	313		36	316
20171118					41		1		167				1
20171119					40				79				
20171120	894			94	48		152		380	317		21	378
20171121	938			133	59		227	6	454	282		19	287
20171122	942			142	47		190	9	438	259		32	211
20171123	952			171			178	6	240	238		21	159
20171124	839	1		147			238	6	216	242		34	174
20171125					24				129				
20171126					32		8		72				
20171127	956			155	46		118	6	389	254		38	264
20171128	940			128	126		186	4	451	271		32	240
20171129	890			131	49		141	3	415	277		43	206
20171130	894			146	54		84	3	358	274		26	249
20171201	791			104	47		179	5	352	247		28	181
20171202					74				246	1			
20171203					13				39				
20171204	871			118	99		207	6	360	300		28	213
20171205	912			116	97		103	2	507	271		28	155
20171206	473			89	76		73	1	319	110		15	80
20171207	927			118	40		264	8	350	236		27	125
20171208	532			85	51		57	4	197	160		16	44
20171209					59				217				
20171210					24				76	4			
20171211	1020			147	82		238	12	396	396		17	177
20171212	954			140	88		179	3	452	308		22	192
20171213	943	1		146	77		119	10	387	322		61	203
20171214	924	1		143	67		190	4	339	279		32	177
20171215	865	1		111	34		81	7	322	263		31	146
20171216					48				208				
20171217					28				65				
20171218	969			109	47		170	5	331	249		21	160
20171219	803			176	66		145	3	386	297		27	158
20171220	844	1		116	62		215	10	332	281		30	168
20171221	825			134	34		134	12	271	268		30	148
20171222	625			149	49		140	15	305	245		11	140
20171223					43				132				3
20171224					7				43				
20171225										1			
20171226	710	1		102	97		58	3	246	194		18	105
20171227	806			153	59		110	6	351	251		36	132
20171228	803			141	80		115	4	316	261		30	141
20171229	443			77	75		51	1	265	181		10	64
